,tweet_id,name,screen_name,retweet_count,text,mined_at,created_at,favourite_count,hashtags,status_count,location,source_device,retweet_text,quote_text,quote_screen_name
781,1237401390529613824,World Health Organization (WHO),WHO,138,"When there is CLUSTERS OF #COVID19 cases, to stop transmission &amp; prevent spread:
😷Prepare to treat patients; ready 🏥 for potential surge, develop triage procedures
😷Activate surge plans for health facilities

More: https://t.co/4QQ7VcQPe4 

#coronavirus https://t.co/2XycI9PacI",2020-03-29 19:11:22.240250,2020-03-10 15:34:15.000000,234,"[{'text': 'COVID19', 'indices': [26, 34]}, {'text': 'coronavirus', 'indices': [245, 257]}]",49323,,Twitter for iPhone,None,None,None
782,1237395890672766981,World Health Organization (WHO),WHO,128,"When there are CLUSTERS OF #COVID19 cases, to stop transmission &amp; prevent spread:
🔬Test suspect cases per WHO case definition, contacts of confirmed cases; test patients identified through respiratory disease surveillance

More: https://t.co/4QQ7VczdPu 

#coronavirus https://t.co/8nhemuLxtm",2020-03-29 19:11:22.240253,2020-03-10 15:12:24.000000,244,"[{'text': 'COVID19', 'indices': [27, 35]}, {'text': 'coronavirus', 'indices': [259, 271]}]",49323,,Twitter for iPhone,None,None,None
784,1237373598949654529,World Health Organization (WHO),WHO,95,"Ask your questions on how to manage fear, stigma and discrimination during #COVID19 - use hashtag #AskWHO.",2020-03-29 19:11:22.240259,2020-03-10 13:43:49.000000,201,"[{'text': 'COVID19', 'indices': [75, 83]}, {'text': 'AskWHO', 'indices': [98, 105]}]",49323,,Twitter Web App,None,None,None
785,1237372330696798208,World Health Organization (WHO),WHO,821,#AskWHO on mental health during #COVID19. Ask your questions to our expert Aiysha Malik. https://t.co/7iUsK6sSE1,2020-03-29 19:11:22.240262,2020-03-10 13:38:47.000000,1447,"[{'text': 'AskWHO', 'indices': [0, 7]}, {'text': 'COVID19', 'indices': [32, 40]}]",49323,,Periscope,None,None,None
788,1237319240451047424,World Health Organization (WHO),WHO,200,"When there are CLUSTERS OF #COVID19 cases, to stop transmission &amp; prevent spread:
🔍Expand COVID-19 surveillance using existing respiratory disease surveillance systems &amp; hospital-based surveillance
✅Promote hand hygiene, respiratory etiquette, social distancing

#coronavirus https://t.co/8DSdeQ0ABV",2020-03-29 19:11:22.240273,2020-03-10 10:07:49.000000,308,"[{'text': 'COVID19', 'indices': [27, 35]}, {'text': 'coronavirus', 'indices': [271, 283]}]",49323,,Twitter for iPhone,None,None,None
789,1237316630406971393,World Health Organization (WHO),WHO,200,"When there are CLUSTERS OF #COVID19 cases, to stop transmission &amp; prevent spread
🚨 Scale up emergency response mechanisms
📢 Educate &amp; actively communicate with the public
🗒 Intensify active case finding, contact tracing &amp; monitoring; quarantine of contacts &amp; isolation of cases https://t.co/pKLnsfGHoq",2020-03-29 19:11:22.240276,2020-03-10 09:57:27.000000,278,"[{'text': 'COVID19', 'indices': [27, 35]}]",49323,,Twitter for iPhone,None,None,None
790,1237313973692833793,World Health Organization (WHO),WHO,169,"When there are ONE OR MORE #COVID19 cases, to stop transmission &amp; prevent spread:
👥Implement all-of-society resilience, repurpose government &amp; ready business continuity plans

More https://t.co/4QQ7VcQPe4 

#coronavirus https://t.co/56HkTMtmGQ",2020-03-29 19:11:22.240279,2020-03-10 09:46:54.000000,263,"[{'text': 'COVID19', 'indices': [27, 35]}, {'text': 'coronavirus', 'indices': [215, 227]}]",49323,,Twitter for iPhone,None,None,None
791,1237308771245993985,World Health Organization (WHO),WHO,92,"Every day millions of women provide health services all over the 🌏🌍🌎.
Meet Eleanor Nwadinobi, a medical doctor, who is fighting for women’s right to health and protection in #Nigeria 🇳🇬.
https://t.co/7wVYeumuRD https://t.co/NdyLTYOnIx",2020-03-29 19:11:22.240283,2020-03-10 09:26:13.000000,422,"[{'text': 'Nigeria', 'indices': [174, 182]}]",49323,,Twitter Web App,None,None,None
792,1237149598776528901,World Health Organization (WHO),WHO,401,"""The great advantage we have is that the decisions we all make – as governments, businesses, communities, families &amp; individuals – can influence the trajectory of this #COVID19 epidemic”

-@DrTedros 

#coronavirus https://t.co/lLeXgbM08G",2020-03-29 19:11:22.240286,2020-03-09 22:53:44.000000,652,"[{'text': 'COVID19', 'indices': [172, 180]}, {'text': 'coronavirus', 'indices': [205, 217]}]",49323,,Twitter for iPhone,None,None,None
793,1237137357725478915,World Health Organization (WHO),WHO,968,"""There are many vulnerable people in our communities:
-elderly
-people with underlying conditions
-people with cancer on chemotherapy
&amp; other precious members of our society. It's a duty of us all to do as much as we can to protect those people among us""-@DrMikeRyan #COVID19 https://t.co/aq5eaYqH7O",2020-03-29 19:11:22.240289,2020-03-09 22:05:05.000000,1580,"[{'text': 'COVID19', 'indices': [271, 279]}]",49323,,Twitter Web App,None,None,None
794,1237136712691855360,World Health Organization (WHO),WHO,245,"When there are ONE OR MORE #COVID19 cases, to stop transmission &amp; prevent spread:
👩🏽‍⚕️Train staff in infection prevention &amp; control, and clinical management for COVID-19
👩🏽‍⚕️Prepare for surge in health care facility needs, including respiratory support &amp; personal protective equipment https://t.co/4J8RyCV1c5",2020-03-29 19:11:22.240295,2020-03-09 22:02:31.000000,391,"[{'text': 'COVID19', 'indices': [27, 35]}]",49323,,Twitter for iPhone,None,None,None
796,1237113605449007105,World Health Organization (WHO),WHO,221,"When there are ONE OR MORE #COVID19 cases, to stop transmission &amp; prevent spread:
😷Prepare to treat patients; ready 🏥 for potential surge, develop triage procedures
😷Promote self-initiated isolation of ppl with mild respiratory symptoms to reduce the burden on health systems https://t.co/9Jmr8Z3HXa",2020-03-29 19:11:22.240302,2020-03-09 20:30:42.000000,344,"[{'text': 'COVID19', 'indices': [27, 35]}]",49323,,Twitter for iPhone,None,None,None
797,1237110103666503680,World Health Organization (WHO),WHO,136,"When there are ONE OR MORE #COVID19 cases, to stop transmission &amp; prevent spread:
🔬Test suspect cases per WHO case definition, contacts of confirmed cases; test patients identified through respiratory disease surveillance

More: https://t.co/4QQ7VcQPe4 

#coronavirus https://t.co/IzqPO95gFY",2020-03-29 19:11:22.240305,2020-03-09 20:16:47.000000,226,"[{'text': 'COVID19', 'indices': [27, 35]}, {'text': 'coronavirus', 'indices': [259, 271]}]",49323,,Twitter for iPhone,None,None,None
799,1237106928339255296,World Health Organization (WHO),WHO,114,"When there are ONE OR MORE #COVID19 cases, to stop transmission &amp; prevent spread:
🔍Implement COVID-19 surveillance using existing respiratory disease surveillance systems &amp; hospital-based surveillance
✅Promote hand hygiene, respiratory etiquette, social distancing

#coronavirus https://t.co/E2e4O4XlLT",2020-03-29 19:11:22.240312,2020-03-09 20:04:10.000000,191,"[{'text': 'COVID19', 'indices': [27, 35]}, {'text': 'coronavirus', 'indices': [274, 286]}]",49323,,Twitter for iPhone,None,None,None
800,1237104980336787456,World Health Organization (WHO),WHO,143,"When there are ONE OR MORE #COVID19 cases, to stop transmission &amp; prevent spread:
🚨 Enhance emergency response mechanisms
📢 Educate &amp; actively communicate with the public
🗒 Enhance active case finding, contact tracing &amp; monitoring; quarantine of contacts &amp; isolation of cases https://t.co/lVks1fCRup",2020-03-29 19:11:22.686201,2020-03-09 19:56:26.000000,186,"[{'text': 'COVID19', 'indices': [27, 35]}]",49323,,Twitter for iPhone,None,None,None
805,1237068063457062917,World Health Organization (WHO),WHO,55,Here are some photos from today's media briefing on #COVID19 https://t.co/vFudfso0jv,2020-03-29 19:11:22.686235,2020-03-09 17:29:44.000000,206,"[{'text': 'COVID19', 'indices': [52, 60]}]",49323,,Twitter Web App,None,None,None
806,1237057647083507713,World Health Organization (WHO),WHO,151,The full briefing on #COVID19 by @DrTedros 👉 https://t.co/NqcCzdSny5 https://t.co/ebJOUui4p1,2020-03-29 19:11:22.686239,2020-03-09 16:48:21.000000,301,"[{'text': 'COVID19', 'indices': [21, 29]}]",49323,,Twitter Web App,None,None,None
807,1237052837630283777,World Health Organization (WHO),WHO,314,"""Let hope be the antidote to fear. 

Let solidarity be the antidote to blame.

Let our shared humanity be the antidote to our shared threat""-@DrTedros #COVID19 #coronavirus",2020-03-29 19:11:22.686242,2020-03-09 16:29:14.000000,579,"[{'text': 'COVID19', 'indices': [151, 159]}, {'text': 'coronavirus', 'indices': [160, 172]}]",49323,,Twitter Web App,None,None,None
808,1237052748799062017,World Health Organization (WHO),WHO,159,"""We’re encouraged that #Italy 🇮🇹 is taking aggressive measures to contain its #COVID19 epidemic, and we hope that those measures prove effective in the coming days""-@DrTedros #coronavirus",2020-03-29 19:11:22.686246,2020-03-09 16:28:53.000000,401,"[{'text': 'Italy', 'indices': [23, 29]}, {'text': 'COVID19', 'indices': [78, 86]}, {'text': 'coronavirus', 'indices': [175, 187]}]",49323,,Twitter Web App,None,None,None
809,1237052604007550977,World Health Organization (WHO),WHO,243,"""The rule of the game is: never give up.

But that can only be achieved with aggressive action, as early as possible. Half-hearted measures will leave the door ajar for the #coronavirus""-@DrTedros #COVID19",2020-03-29 19:11:22.686250,2020-03-09 16:28:18.000000,389,"[{'text': 'coronavirus', 'indices': [173, 185]}, {'text': 'COVID19', 'indices': [197, 205]}]",49323,,Twitter Web App,None,None,None
810,1237052482913800192,World Health Organization (WHO),WHO,208,"""Of the 4 countries with the most cases, 🇨🇳 is bringing its #COVID19 epidemic under control &amp; there is now a decline in new cases being reported from 🇰🇷.

Both these countries demonstrate that it’s never too late to turn back the tide on this #coronavirus""-@DrTedros",2020-03-29 19:11:22.686254,2020-03-09 16:27:49.000000,424,"[{'text': 'COVID19', 'indices': [60, 68]}, {'text': 'coronavirus', 'indices': [247, 259]}]",49323,,Twitter Web App,None,None,None
811,1237052265292234752,World Health Organization (WHO),WHO,68,"""As long as that’s the case, those countries have the opportunity to break the chains of #COVID19 transmission, prevent community transmission and reduce the burden on their health systems""-@DrTedros #coronavirus",2020-03-29 19:11:22.686271,2020-03-09 16:26:58.000000,135,"[{'text': 'COVID19', 'indices': [89, 97]}, {'text': 'coronavirus', 'indices': [200, 212]}]",49323,,Twitter Web App,None,None,None
812,1237052145381396482,World Health Organization (WHO),WHO,103,"""For the moment, only a handful of countries have signs of sustained community transmission.

Most countries still have sporadic #COVID19 cases or defined clusters. We must all take heart from that""-@DrTedros #coronavirus",2020-03-29 19:11:22.686279,2020-03-09 16:26:29.000000,171,"[{'text': 'COVID19', 'indices': [129, 137]}, {'text': 'coronavirus', 'indices': [209, 221]}]",49323,,Twitter Web App,None,None,None
813,1237052009469169669,World Health Organization (WHO),WHO,72,"""Almost USD300 million has now been pledged to WHO’s Strategic Preparedness &amp; Response Plan. 

We are encouraged by these signs of global solidarity. We continue to call on all countries to take early &amp; aggressive action to protect their people &amp; save lives""-@DrTedros #COVID19",2020-03-29 19:11:22.686284,2020-03-09 16:25:57.000000,155,"[{'text': 'COVID19', 'indices': [281, 289]}]",49323,,Twitter Web App,None,None,None
814,1237051772109275141,World Health Organization (WHO),WHO,104,"""More funds are being made available for the #COVID19 response, and we’re very grateful to all countries &amp; partners who have contributed. Just since Friday, 🇦🇿 🇨🇳🇰🇷 &amp; 🇸🇦 have announced contributions""-@DrTedros #coronavirus",2020-03-29 19:11:22.686308,2020-03-09 16:25:00.000000,204,"[{'text': 'COVID19', 'indices': [45, 53]}, {'text': 'coronavirus', 'indices': [218, 230]}]",49323,,Twitter Web App,None,None,None
815,1237051461395234823,World Health Organization (WHO),WHO,56,"“We’re also working with our colleagues across the @UN system to support countries to develop their #COVID19 preparedness &amp; response plans, according to the 8 pillars.
 
We have set up a partners platform to match country needs with contributions from donors.”-@DrTedros",2020-03-29 19:11:22.686316,2020-03-09 16:23:46.000000,115,"[{'text': 'COVID19', 'indices': [100, 108]}]",49323,,Twitter Web App,None,None,None
816,1237051352410460160,World Health Organization (WHO),WHO,82,"“We’ve shipped supplies of personal protective equipment to 57 countries, we’re preparing to ship to a further 28, and we’ve shipped lab supplies to 120 countries.”-@DrTedros #COVID19 #coronavirus",2020-03-29 19:11:22.686320,2020-03-09 16:23:20.000000,162,"[{'text': 'COVID19', 'indices': [175, 183]}, {'text': 'coronavirus', 'indices': [184, 196]}]",49323,,Twitter Web App,None,None,None
817,1237051297213317120,World Health Organization (WHO),WHO,65,"“Further details on specific actions countries should take in specific contexts are available on WHO’s website https://t.co/G4rruQuI4r 
 
WHO is continuing to support countries in all four scenarios.”-@DrTedros #COVID19 #coronavirus",2020-03-29 19:11:22.686341,2020-03-09 16:23:07.000000,123,"[{'text': 'COVID19', 'indices': [211, 219]}, {'text': 'coronavirus', 'indices': [220, 232]}]",49323,,Twitter Web App,None,None,None
818,1237051197498036225,World Health Organization (WHO),WHO,105,"“Nigeria 🇳🇬, Senegal 🇸🇳 and Ethiopia 🇪🇹 have strengthened #COVID19 surveillance and diagnostic capacity to find cases quickly”-@DrTedros #coronavirus

https://t.co/IVqVc0uc7X",2020-03-29 19:11:22.686353,2020-03-09 16:22:43.000000,160,"[{'text': 'COVID19', 'indices': [58, 66]}, {'text': 'coronavirus', 'indices': [137, 149]}]",49323,,Twitter Web App,None,None,None
819,1237051135934021632,World Health Organization (WHO),WHO,75,"“🇰🇷 have increased efforts to identify all #COVID19 cases and contacts, including drive-through temperature testing to widen the net and catch cases that might otherwise be missed”-@DrTedros #coronavirus 

https://t.co/eZIuaMADWw",2020-03-29 19:11:22.686361,2020-03-09 16:22:28.000000,126,"[{'text': 'COVID19', 'indices': [43, 51]}, {'text': 'coronavirus', 'indices': [191, 203]}]",49323,,Twitter Web App,None,None,None
820,1237051049095180290,World Health Organization (WHO),WHO,72,"""🇸🇬 is a good example of an all of government approach – Prime Minister @leehsienloong’s regular videos are helping to explain the #coronavirus risks &amp; reassure people""-@DrTedros #COVID19 

https://t.co/m6gAqZcUQJ",2020-03-29 19:11:22.686372,2020-03-09 16:22:08.000000,133,"[{'text': 'coronavirus', 'indices': [131, 143]}, {'text': 'COVID19', 'indices': [183, 191]}]",49323,,Twitter Web App,None,None,None
821,1237050984238649345,World Health Organization (WHO),WHO,71,"""There are many examples of countries demonstrating that these measures work.

🇨🇳 🇮🇹 🇯🇵 🇰🇷 🇺🇸 &amp; many others have activated #COVID19 emergency measures""-@DrTedros #coronavirus 

https://t.co/4le6L2YZ9J",2020-03-29 19:11:22.686380,2020-03-09 16:21:52.000000,143,"[{'text': 'COVID19', 'indices': [127, 135]}, {'text': 'coronavirus', 'indices': [166, 178]}]",49323,,Twitter Web App,None,None,None
